Strain,GISAID Clade,Age,Clade,Country,Country of exposure,Admin Division,genbank_accession,gisaid_epi_isl,Host,Old Nextstrain clade,Originating Lab,Pangolin lineage,Submission Date,Region,Region of exposure,Sex,Submitting Lab,url,Collection Date,Author,Division of exposure,Location
USA/WA-S234/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430272,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu et al et al A,,King County
USA/WA-S235/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430273,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu et al et al A,,King County
USA/WA-S243/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430281,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu et al et al A,,King County
USA/WA-S252/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430290,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-03-02,Chu et al et al A,,King County
USA/WA-S257/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430295,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-25,Chu et al et al A,,King County
USA/WA-S263/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430117,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-03-05,Chu et al et al A,,King County
USA/WA-S269/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430123,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-03-10,Chu et al et al A,,King County
USA/WA-S272/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430126,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-26,Chu et al et al A,,King County
USA/WA-S277/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430131,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-22,Chu et al et al A,,King County
USA/WA-S281/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430135,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu et al et al A,,King County
USA/WA-S288/2020,S,,19B,USA,USA,Washington,,EPI_ISL_430142,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-03-06,Chu et al et al A,,King County
USA/WA-S3/2020,S,,19B,USA,USA,Washington,,EPI_ISL_413560,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu et al et al B (https://doi.dx.org/10.1101/2020.04.02.20051417),,
USA/WA-S30/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417083,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S311/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434071,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-04,Chu et al et al A,,Yakima County
USA/WA-S315/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434075,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-02,Chu et al et al A,,Yakima County
USA/WA-S328/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434088,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-03,Chu et al et al A,,Yakima County
USA/WA-S334/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_434094,Human,A2a,Washington State Department of Health,B.1.41,Older,North America,North America,,Seattle Flu Study,,2020-04-04,Chu et al et al A,,Yakima County
USA/WA-S336/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434096,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-03,Chu et al et al A,,Pierce County
USA/WA-S341/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_434101,Human,A2a,Washington State Department of Health,B.1.41,Older,North America,North America,,Seattle Flu Study,,2020-04-02,Chu et al et al A,,Yakima County
USA/WA-S347/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_434107,Human,A2a,Washington State Department of Health,B.1.41,Older,North America,North America,,Seattle Flu Study,,2020-04-01,Chu et al et al A,,Yakima County
USA/WA-S361/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_434121,Human,A2a,Washington State Department of Health,B.1.43,Older,North America,North America,,Seattle Flu Study,,2020-03-26,Chu et al et al A,,Whatcom County
USA/WA-S371/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_434131,Human,A2a,Washington State Department of Health,B.1.43,Older,North America,North America,,Seattle Flu Study,,2020-03-27,Chu et al et al A,,Skagit County
USA/WA-S40/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417093,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,Snohomish County
USA/WA-S41/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417094,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S417/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434177,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-03-28,Chu et al et al A,,Yakima County
USA/WA-S42/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417095,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S43/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417096,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-27,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,
USA/WA-S439/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434199,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-02,Chu et al et al A,,Pierce County
USA/WA-S44/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417097,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,
USA/WA-S444/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434204,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-01,Chu et al et al A,,Pierce County
USA/WA-S45/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417098,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,
USA/WA-S46/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417099,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,
USA/WA-S461/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_434221,Human,A2a,Washington State Department of Health,B.1.p21,Older,North America,North America,,Seattle Flu Study,,2020-04-06,Chu et al et al A,,Snohomish County
USA/WA-S47/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417100,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,Snohomish County
USA/WA-S478/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434238,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-01,Chu et al et al A,,Yakima County
USA/WA-S538/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434298,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-03-31,Chu et al et al A,,Pierce County
USA/WA-S544/2020,S,,19B,USA,USA,Washington,,EPI_ISL_434304,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-03-25,Chu et al et al A,,
USA/WA-S55/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417108,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S591/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_438144,Human,A2a,Seattle Flu Study,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-04,Chu et al et al A,,King County
USA/WA-S6/2020,S,,19B,USA,USA,Washington,,EPI_ISL_416461,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu et al et al B (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S635/2020,S,,19B,USA,USA,Washington,,EPI_ISL_438188,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-17,Chu et al et al A,,Yakima County
USA/WA-S644/2020,GH,,20A,USA,USA,Washington,,EPI_ISL_438197,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-17,Chu et al et al A,,Yakima County
USA/WA-S646/2020,GH,,20A,USA,USA,Washington,,EPI_ISL_438199,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-19,Chu et al et al A,,Yakima County
USA/WA-S652/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_438205,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-20,Chu et al et al A,,Pierce County
USA/WA-S679/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_449849,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-07,Chu et al et al A,,King County
USA/WA-S695/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_449865,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-08,Chu et al et al A,,Pierce County
USA/WA-S698/2020,S,,19B,USA,USA,Washington,,EPI_ISL_449868,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-08,Chu et al et al A,,Yakima County
USA/WA-S7/2020,S,,19B,USA,USA,Washington,,EPI_ISL_416462,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-24,Chu et al et al B (https://doi.dx.org/10.1101/2020.04.02.20051417),,
USA/WA-S704/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_449874,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-09,Chu et al et al A,,King County
USA/WA-S725/2020,GH,,20A,USA,USA,Washington,,EPI_ISL_449895,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-10,Chu et al et al A,,Benton County
USA/WA-S726/2020,S,,19B,USA,USA,Washington,,EPI_ISL_449896,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-11,Chu et al et al A,,Yakima County
USA/WA-S728/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_449898,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-10,Chu et al et al A,,Pierce County
USA/WA-S747/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_449917,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-13,Chu et al et al A,,Snohomish County
USA/WA-S749/2020,S,,19B,USA,USA,Washington,,EPI_ISL_449919,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-12,Chu et al et al A,,Yakima County
USA/WA-S762/2020,S,,19B,USA,USA,Washington,,EPI_ISL_449932,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-04-14,Chu et al et al A,,Yakima County
USA/WA-S766/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_449936,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-14,Chu et al et al A,,Pierce County
USA/WA-S776/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_449946,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-14,Chu et al et al A,,King County
USA/WA-S8/2020,S,,19B,USA,USA,Washington,,EPI_ISL_416463,Human,B1,Seattle Flu Study,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-24,Chu et al et al B (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S807/2020,GH,,20A,USA,USA,Washington,,EPI_ISL_449977,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-15,Chu et al et al A,,Yakima County
USA/WA-S81/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417134,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-26,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S82/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417135,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-22,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S832/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_450002,Human,A2a,Washington State Department of Health,B.1,Older,North America,North America,,Seattle Flu Study,,2020-04-16,Chu et al et al A,,King County
USA/WA-S84/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417137,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-21,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S848/2020,GH,,20A,USA,USA,Washington,,EPI_ISL_463338,Human,A2a,Washington State Department of Health,B.1,One week ago,North America,North America,,Seattle Flu Study,,2020-04-23,Chu et al et al A,,Yakima County
USA/WA-S899/2020,S,,19B,USA,USA,Washington,,EPI_ISL_463389,Human,B1,Washington State Department of Health,A.1,One week ago,North America,North America,,Seattle Flu Study,,2020-04-28,Chu et al et al A,,Yakima County
USA/WA-S90/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417143,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,Umatilla County
USA/WA-S92/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417145,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S94/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417147,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,Snohomish County
USA/WA-S941/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_463431,Human,A2a,Washington State Department of Health,B.1,One week ago,North America,North America,,Seattle Flu Study,,2020-04-23,Chu et al et al A,,Snohomish County
USA/WA-S944/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_463434,Human,A2a,Washington State Department of Health,B.1,One week ago,North America,North America,,Seattle Flu Study,,2020-04-27,Chu et al et al A,,Snohomish County
USA/WA-S95/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417148,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S955/2020,S,,19B,USA,USA,Washington,,EPI_ISL_463445,Human,B1,Washington State Department of Health,A.1,One week ago,North America,North America,,Seattle Flu Study,,2020-05-01,Chu et al et al A,,Yakima County
USA/WA-S956/2020,S,,19B,USA,USA,Washington,,EPI_ISL_463446,Human,B1,Washington State Department of Health,A.1,One week ago,North America,North America,,Seattle Flu Study,,2020-05-01,Chu et al et al A,,Yakima County
USA/WA-S960/2020,S,,19B,USA,USA,Washington,,EPI_ISL_463450,Human,B1,Washington State Department of Health,A.1,One week ago,North America,North America,,Seattle Flu Study,,2020-05-01,Chu et al et al A,,Yakima County
USA/WA-S964/2020,GR,,20B,USA,USA,Washington,,EPI_ISL_463454,Human,A2a,Washington State Department of Health,B.1.1,One week ago,North America,North America,,Seattle Flu Study,,2020-05-01,Chu et al et al A,,Yakima County
USA/WA-S966/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_463456,Human,A2a,Washington State Department of Health,B.1,One week ago,North America,North America,,Seattle Flu Study,,2020-04-30,Chu et al et al A,,Pierce County
USA/WA-S967/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_463457,Human,A2a,Washington State Department of Health,B.1,One week ago,North America,North America,,Seattle Flu Study,,2020-05-01,Chu et al et al A,,Skagit County
USA/WA-S97/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417150,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-28,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S973/2020,GR,,20B,USA,USA,Washington,,EPI_ISL_463463,Human,A2a,Washington State Department of Health,B.1.1,One week ago,North America,North America,,Seattle Flu Study,,2020-05-01,Chu et al et al A,,Yakima County
USA/WA-S977/2020,S,,19B,USA,USA,Washington,,EPI_ISL_463467,Human,B1,Washington State Department of Health,A.1,One week ago,North America,North America,,Seattle Flu Study,,2020-05-01,Chu et al et al A,,Yakima County
USA/WA-S98/2020,S,,19B,USA,USA,Washington,,EPI_ISL_417151,Human,B1,Washington State Department of Health,A.1,Older,North America,North America,,Seattle Flu Study,,2020-02-29,Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417),,King County
USA/WA-S997/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_463487,Human,A2a,Washington State Department of Health,B.1,One week ago,North America,North America,,Seattle Flu Study,,2020-04-28,Chu et al et al A,,Skagit County
USA/WA-UW-10028/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_461451,Human,A2a,UW Virology Lab,B.1,One month ago,North America,North America,,UW Virology Lab,,2020-05-29,Pavitra Roychoudhury et al A,,
USA/WA-UW-10094/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_461463,Human,A2a,UW Virology Lab,B.1,One month ago,North America,North America,,UW Virology Lab,,2020-05-29,Pavitra Roychoudhury et al A,,
USA/WA-UW-10102/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_461464,Human,A2a,UW Virology Lab,B.1,One month ago,North America,North America,,UW Virology Lab,,2020-05-29,Pavitra Roychoudhury et al A,,
USA/WA-UW-10108/2020,GH,,20C,USA,USA,Washington,,EPI_ISL_461467,Human,A2a,UW Virology Lab,B.1,One month ago,North America,North America,,UW Virology Lab,,2020-05-29,Pavitra Roychoudhury et al A,,
